"DATA_TYPE_SEQ","DATA_CENTER_CODE","DATA_RETRIEVAL_SEQ","ANALYSIS_SEQ","PRESERVATION_SEQ","SAMPLE_HANDLING_SEQ","STORAGE_SEQ","UNIT_SEQ","DESCRIPTION","CONVERSION_EQUATION","ORIGINALLY_ENTERED_BY","METHOD","PRIORITY","P_CODE","BODC_CODE"
90000153,20,90000127,90000000,90000000,90000000,90000000,90000019,"Dissolved Organic Carbon = CORG DX from MEDS","(mg/L/12)*1000","BCPIERRE","DOC_CORG_DX",2,"CDX1",""
90001095,20,90000127,90000010,90000027,90000016,90000016,90000020,"High temperature combustion oxidation of Carbon to CO2 and measurement by Infra Red spectrophotometry - sample filtered and frozen","","MARY","DOC_HTC",0,"",""
90000194,30,90000127,90000000,90000002,90000002,90000002,90000020,"Dissolved Organic Carbon / Unknown method","","BCPIERRE","DOC_Unknown",1,"DOC_",""
90000665,20,90000292,90000000,90000002,90000000,90000000,90000020,"Dissolved Oragnic Nitrogen method from IOS","","BCPIERRE","DON",1,"DON$",""
90000344,20,90000201,90000075,90000027,90000011,90000011,90000020,"dissolved organic phosphorus","","MARY","DOP",1,"",""
90000355,20,90000206,90000082,90000027,90000011,90000012,90000019,"Dry weight ash free content","","MARY","DryWeight_AshFree",1,"",""
90000356,20,90000207,90000080,90000027,90000011,90000012,90000068,"calorific content per g dry weight","","MARY","DryWeight_Calories",1,"",""
90000354,20,90000205,90000081,90000027,90000011,90000012,90000019,"Dry weight carbon content","","MARY","DryWeight_Carbon",1,"",""
90000353,20,90000204,90000002,90000027,90000011,90000012,90000019,"total sample dry weight","","MARY","DryWeight_TotalSamp",1,"",""
90000225,20,90000139,90000049,90000039,90000002,90000000,90000019,"Weight / Calculated dry weight derived using a regression","","BCPIERRE","Dry_weight_biomass",2,"",""
90000678,20,90000300,90000110,90000003,90000002,90000016,90000073,"Egg Production rates for Calanus finmarchicus","","MARY","EPR_CF_1",0,"",""
90000065,90,90000056,90000002,90000002,90000002,90000002,90000015,"Ethane","","BCMESD","Ethane",1,"ETH$",""
90000363,20,90000202,90000085,90000001,90000001,90000001,90000066,"extinction coefficient Kd_PAR","","MARY","ExtincCoef Kd_PAR",1,"",""
90000365,20,90000202,90000085,90000001,90000001,90000001,90000066,"extinction coefficient Kd_chla","","MARY","ExtincCoef Kd_chla",3,"",""
90000364,20,90000202,90000085,90000001,90000001,90000001,90000066,"extinction coefficient Kd_secchi","","MARY","ExtincCoef Kd_secchi",2,"",""
90000346,20,90000202,90000075,90000001,90000001,90000001,90000066,"extinction coefficient k","Iz / I0 = e^-kz","MARY","Extinction Coef",1,"",""
90000974,20,90000332,90000121,90000064,90000038,90000024,90000018,"Fe-SedimentC19P8S6A21","","BCPIERRE","Fe-Sediment",1,"",""
90000976,20,90000332,90000121,90000064,90000040,90000024,90000018,"Fe-SedimentC20P8S6A21","","BCPIERRE","Fe-Sediment1",1,"",""
90000468,20,90000278,90000089,90000053,90000026,90000018,90000019,"Fe-filteredC10P1S1A1","","BCPIERRE","Fe-filtered",1,"",""
90000469,20,90000278,90000089,90000053,90000028,90000018,90000019,"Fe-filteredC12P1S1A1","","BCPIERRE","Fe-filtered1",1,"",""
90000470,20,90000278,90000089,90000053,90000030,90000018,90000019,"Fe-filteredC14P1S1A1","","BCPIERRE","Fe-filtered2",1,"",""
90000471,20,90000278,90000089,90000053,90000032,90000018,90000019,"Fe-filteredC16P1S1A1","","BCPIERRE","Fe-filtered3",1,"",""
90000472,20,90000278,90000102,90000053,90000034,90000018,90000019,"Fe-filteredC18P1S1A14","","BCPIERRE","Fe-filtered4",1,"",""
90000473,20,90000278,90000089,90000053,90000017,90000018,90000019,"Fe-filteredC1P1S1A1","","BCPIERRE","Fe-filtered5",1,"",""
90000474,20,90000278,90000089,90000053,90000024,90000018,90000019,"Fe-filteredC8P1S1A1","","BCPIERRE","Fe-filtered6",1,"",""
90000475,20,90000225,90000093,90000054,90000026,90000019,90000027,"Fe-particulateC10P2S2A5","/1000","BCPIERRE","Fe-particulate",1,"",""
90000476,20,90000225,90000093,90000054,90000034,90000019,90000027,"Fe-particulateC18P2S2A5","/1000","BCPIERRE","Fe-particulate1",1,"",""
90000477,20,90000225,90000093,90000054,90000017,90000019,90000027,"Fe-particulateC1P2S2A5","/1000","BCPIERRE","Fe-particulate2",1,"",""
90000478,20,90000225,90000093,90000054,90000019,90000019,90000027,"Fe-particulateC3P2S2A5","/1000","BCPIERRE","Fe-particulate3",1,"",""
90000479,20,90000225,90000093,90000054,90000022,90000019,90000027,"Fe-particulateC6P2S2A5","/1000","BCPIERRE","Fe-particulate4",1,"",""
90000480,20,90000225,90000093,90000054,90000023,90000019,90000027,"Fe-particulateC7P2S2A5","/1000","BCPIERRE","Fe-particulate5",1,"",""
90000481,20,90000278,90000101,90000053,90000031,90000018,90000019,"Fe-unfilteredC15P1S1A13","","BCPIERRE","Fe-unfiltered",1,"",""
90000048,90,90000040,90000002,90000002,90000002,90000002,90000019,"Iron / Filtered","","BCMESD","Fe_Filtered",1,"FEF$",""
90000040,90,90000032,90000002,90000002,90000002,90000002,90000019,"Iron / Unfiltered","","BCMESD","Fe_Unfiltered",1,"FET$",""
90000172,90,90000132,90000002,90000001,90000002,90000002,90000048,"Pigment Fluorescence measured by fluorometer in situ","","BIOCHEM","Fluorescence",1,"FLU2",""
90000229,20,90000091,90000001,90000001,90000001,90000001,90000028,"Measure from tip of longest jaw to center of the fork in the caudal fin","","NAFC","Fork length",3,"",""
90000072,90,90000063,90000002,90000002,90000002,90000002,90000014,"Freon 11","","BCMESD","Freon_11",1,"F11$",""
90000083,90,90000074,90000002,90000002,90000002,90000002,90000014,"Freon 113","","BCMESD","Freon_113",1,"",""
90000337,20,90000074,90000070,90000001,90000011,90000001,90000060,"Freon 113","divided pmol/L by the potential density","MARY","Freon_113_PurgeTrap",1,"",""
90000334,20,90000063,90000070,90000001,90000011,90000001,90000060,"Freon 11","divided pmol/L by the potential density","MARY","Freon_11_PurgeTrap",1,"",""
90000073,90,90000064,90000002,90000002,90000002,90000002,90000014,"Freon 12","","BCMESD","Freon_12",1,"F12$",""
90000335,20,90000064,90000070,90000001,90000011,90000001,90000060,"Freon 12","divided pmo;/L by the potential density","MARY","Freon_12_PurgeTrap",1,"",""
90000659,20,90000289,90000035,90000033,90000013,90000013,90000001,"HPLX_%DVa","","MARY","HPLC_%DVa",1,"",""
90000660,20,90000290,90000035,90000033,90000013,90000013,90000001,"HPLC_%DVb","","MARY","HPLC_%DVb",1,"",""
90000276,90,90000160,90000035,90000033,90000013,90000013,90000019,"HPLC_ACAROT"," ","KennedyM","HPLC_ACAROT",1,"    "," "
90000277,90,90000161,90000035,90000033,90000013,90000013,90000019,"HPLC_ALLOX"," ","KennedyM","HPLC_ALLOX",1,"    "," "
90000278,90,90000162,90000035,90000033,90000013,90000013,90000019,"HPLC_ASTAX"," ","KennedyM","HPLC_ASTAX",1,"    "," "
90000279,90,90000163,90000035,90000033,90000013,90000013,90000019,"HPLC_BCAROT"," ","KennedyM","HPLC_BCAROT",1,"    "," "
90000280,90,90000164,90000035,90000033,90000013,90000013,90000019,"HPLC_BUT19"," ","KennedyM","HPLC_BUT19",1,"    "," "
90000281,90,90000165,90000035,90000033,90000013,90000013,90000019,"HPLC_BUTLIKE"," ","KennedyM","HPLC_BUTLIKE",1,"    "," "
90000282,90,90000166,90000035,90000033,90000013,90000013,90000019,"HPLC_CHLA"," ","KennedyM","HPLC_CHLA",1,"    "," "
90000283,90,90000167,90000035,90000033,90000013,90000013,90000019,"HPLC_CHLB"," ","KennedyM","HPLC_CHLB",1,"    "," "
90000284,90,90000168,90000035,90000033,90000013,90000013,90000019,"HPLC_CHLC12"," ","KennedyM","HPLC_CHLC12",1,"    "," "
90000285,90,90000182,90000035,90000033,90000013,90000013,90000019,"HPLC_CHLC3"," ","KennedyM","HPLC_CHLC3",1,"    "," "
90000286,90,90000169,90000035,90000033,90000013,90000013,90000019,"HPLC_CHLIDEA"," ","KennedyM","HPLC_CHLIDEA",1,"    "," "
90000287,90,90000170,90000035,90000033,90000013,90000013,90000019,"HPLC_DIADINOX"," ","KennedyM","HPLC_DIADINOX",1,"    "," "
90000288,90,90000171,90000035,90000033,90000013,90000013,90000019,"HPLC_DIATOX"," ","KennedyM","HPLC_DIATOX",1,"    "," "
90000289,90,90000172,90000035,90000033,90000013,90000013,90000019,"HPLC_FUCOX"," ","KennedyM","HPLC_FUCOX",1,"    "," "
90000290,90,90000173,90000035,90000033,90000013,90000013,90000019,"HPLC_HEX19"," ","KennedyM","HPLC_HEX19",1,"    "," "
90000291,90,90000174,90000035,90000033,90000013,90000013,90000019,"HPLC_HEXLIKE"," ","KennedyM","HPLC_HEXLIKE",1,"    "," "
90000292,90,90000181,90000035,90000033,90000013,90000013,90000019,"HPLC_HEXLIKE2"," ","KennedyM","HPLC_HEXLIKE2",1,"    "," "
90000293,90,90000175,90000035,90000033,90000013,90000013,90000019,"HPLC_PERID"," ","KennedyM","HPLC_PERID",1,"    "," "
90000294,90,90000176,90000035,90000033,90000013,90000013,90000019,"HPLC_PHAEO"," ","KennedyM","HPLC_PHAEO",1,"    "," "
90000295,90,90000180,90000035,90000033,90000013,90000013,90000019,"HPLC_PRASINOX"," ","KennedyM","HPLC_PRASINOX",1,"    "," "
90000296,90,90000177,90000035,90000033,90000013,90000013,90000019,"HPLC_PYROPHAE"," ","KennedyM","HPLC_PYROPHAE",1,"    "," "
90000297,90,90000178,90000035,90000033,90000013,90000013,90000019,"HPLC_VIOLAX"," ","KennedyM","HPLC_VIOLAX",1,"    "," "
90000298,90,90000179,90000035,90000033,90000013,90000013,90000019,"HPLC_ZEA"," ","KennedyM","HPLC_ZEA",1,"    "," "
90000059,90,90000051,90000002,90000002,90000002,90000002,90000001,"Helium 3 Isotope","","BCMESD","He3",1,"DHE3",""
90000060,90,90000052,90000002,90000002,90000002,90000002,90000001,"Helium 3 Isotope / Error","","BCMESD","He3_error",1,"ERRG",""
90000978,20,90000334,90000121,90000064,90000038,90000024,90000018,"Hf-SedimentC19P8S6A21","","BCPIERRE","Hf-Sediment",1,"",""
90000980,20,90000334,90000121,90000064,90000040,90000024,90000018,"Hf-SedimentC20P8S6A21","","BCPIERRE","Hf-Sediment1",1,"",""
90000076,90,90000067,90000002,90000002,90000002,90000002,90000013,"Mercury / Reactive","","BCMESD","Hg - reactive",1,"HGR$",""
90000075,90,90000066,90000002,90000002,90000002,90000002,90000013,"Mercury / Total","","BCMESD","Hg - total",1,"HGT$",""
90000982,20,90000336,90000121,90000064,90000038,90000024,90000018,"Hg-SedimentC19P8S6A21","","BCPIERRE","Hg-Sediment",1,"",""
90000984,20,90000336,90000121,90000064,90000040,90000024,90000018,"Hg-SedimentC20P8S6A21","","BCPIERRE","Hg-Sediment1",1,"",""
90000482,20,90000066,90000094,90000055,90000033,90000020,90000013,"Hg-totalC17P3S3A6","","BCPIERRE","Hg-total",1,"",""
90000483,20,90000066,90000094,90000055,90000020,90000020,90000013,"Hg-totalC4P3S3A6","","BCPIERRE","Hg-total1",1,"",""
90000484,20,90000066,90000094,90000055,90000025,90000020,90000013,"Hg-totalC9P3S3A6","","BCPIERRE","Hg-total2",1,"",""
90000087,90,90000078,90000002,90000002,90000002,90000002,90000020,"Hydrogen Sulfide","","BCMESD","Hydrogen_Sulfide",1,"HSUL",""
90000321,20,90000197,90000053,90000001,90000013,90000011,90000033,"Ice Algae areal ATP","","MARY","IceAlgaeAreal_ATP",1,"",""
90000306,20,90000187,90000001,90000001,90000001,90000001,90000038,"length of 6hr H_N15 incubation in time (hours)","","MARY","IncT_06H_N15",1,"",""
90000307,20,90000188,90000001,90000001,90000001,90000001,90000038,"length of 24hr H_N15 incubation in time (hours)","","MARY","IncT_24H_N15",1,"",""
90000311,20,90000192,90000001,90000001,90000001,90000001,90000038,"Length of 24hr simulated insitu incubation using C14","","MARY","IncT_24H_SISC14",1,"",""
90000309,20,90000190,90000001,90000001,90000001,90000001,90000038,"Length of insitu incubation in time (hours)","","MARY","IncT_insitu",1,"",""
90000352,20,90000203,90000001,90000001,90000001,90000001,90000005,"temp of 6hr H_N15 incubation in degrees Celcius","","MARY","IncTemp_06H_N15",1,"",""
90000675,20,90000297,90000032,90000003,90000002,90000016,90000072,"Carbon content of an individual","","MARY","Ind_C",0,"",""
90000677,20,90000299,90000112,90000003,90000002,90000016,90000072,"Dry weight of an individual","","MARY","Ind_DryWeight",0,"",""
90000676,20,90000298,90000032,90000003,90000002,90000016,90000072,"Nitrogen content of an individual","","MARY","Ind_N",0,"",""
90000674,20,90000295,90000110,90000003,90000002,90000016,90000071,"Clutch size for one individual","","MARY","Indiv Clutch Size",0,"",""
90000232,20,90000140,90000050,90000001,90000001,90000001,90000041,"C prod measurements made by C14 dawn to dusk (12 hr) incubation in-situ experiments","","BCPIERRE","InsituProd_12hr_GFF",1,"",""
90000236,20,90000140,90000050,90000001,90000001,90000001,90000041,"C prod measurements made by C14 24 hr incubation in-situ experiments","","BCPIERRE","InsituProd_24hr_GFF",1,"",""
90000238,20,90000140,90000050,90000001,90000001,90000001,90000041,"C prod measurements made by C14 24 hr incubation in-situ experiments, size fraction 2","","BCPIERRE","InsituProd_24hr_sz2",1,"",""
90000239,20,90000140,90000050,90000001,90000001,90000001,90000041,"C prod measurements made by C14 24 hr incubation in-situ experiments,size fraction 3","","BCPIERRE","InsituProd_24hr_sz3",1,"",""
90000240,20,90000140,90000050,90000001,90000001,90000001,90000041,"C prod measurements made by C14 24 hr incubation in-situ experiments, size fraction 4","","BCPIERRE","InsituProd_24hr_sz4",1,"",""
90000374,20,90000140,90000087,90000001,90000011,90000001,90000041,"C prod measurements made by C14; daytime (4hr) insubation in-situ experiments","","MARY","InsituProd_4hr_1",1,"",""
90000235,20,90000140,90000050,90000001,90000001,90000001,90000041,"C prod measurements made by C14 partial day (<6hr) hr incubation in-situ experiments","","BCPIERRE","InsituProd_6hr_GFF",1,"",""
90000237,20,90000140,90000050,90000001,90000001,90000001,90000041,"C prod measurements made by C14 partial day (<6hr) incubation in-situ experiments, size fraction 1","","BCPIERRE","InsituProd_6hr_sz1",1,"",""
90000986,20,90000338,90000121,90000064,90000038,90000024,90000018,"K-SedimentC19P8S6A21","","BCPIERRE","K-Sediment",1,"",""
90000988,20,90000338,90000121,90000064,90000038,90000024,90000018,"K-SedimentC20P8S6A21","","BCPIERRE","K-Sediment1",1,"",""
90000485,20,90000273,90000102,90000053,90000034,90000018,90000019,"K-filteredC18P1S1A14","","BCPIERRE","K-filtered",1,"",""
90000486,20,90000232,90000093,90000054,90000026,90000019,90000027,"K-particulateC10P2S2A5","/1000","BCPIERRE","K-particulate",1,"",""
90000487,20,90000232,90000093,90000054,90000034,90000019,90000027,"K-particulateC18P2S2A5","/1000","BCPIERRE","K-particulate1",1,"",""
90000488,20,90000232,90000093,90000054,90000017,90000019,90000027,"K-particulateC1P2S2A5","/1000","BCPIERRE","K-particulate2",1,"",""
90000489,20,90000232,90000093,90000054,90000019,90000019,90000027,"K-particulateC3P2S2A5","/1000","BCPIERRE","K-particulate3",1,"",""
90000490,20,90000232,90000093,90000054,90000022,90000019,90000027,"K-particulateC6P2S2A5","/1000","BCPIERRE","K-particulate4",1,"",""
90000491,20,90000232,90000093,90000054,90000023,90000019,90000027,"K-particulateC7P2S2A5","/1000","BCPIERRE","K-particulate5",1,"",""
90000990,20,90000340,90000121,90000064,90000038,90000024,90000018,"La-SedimentC19P8S6A21","","BCPIERRE","La-Sediment",1,"",""
90000992,20,90000340,90000121,90000064,90000040,90000024,90000018,"La-SedimentC20P8S6A21","","BCPIERRE","La-Sediment1",1,"",""
90000492,20,90000281,90000102,90000053,90000034,90000018,90000019,"La-filteredC18P1S1A14","","BCPIERRE","La-filtered",1,"",""
90000493,20,90000229,90000093,90000054,90000034,90000019,90000018,"La-particulateC18P2S2A5","","BCPIERRE","La-particulate",1,"",""
90000494,20,90000229,90000093,90000054,90000019,90000019,90000018,"La-particulateC3P2S2A5","","BCPIERRE","La-particulate1",1,"",""
90000495,20,90000229,90000093,90000054,90000022,90000019,90000018,"La-particulateC6P2S2A5","","BCPIERRE","La-particulate2",1,"",""
90000095,90,90000086,90000002,90000002,90000002,90000002,90000024,"Leucine production","","BCMESD","Leuc. prod.",1,"",""
90000144,20,90000125,90000000,90000000,90000000,90000000,90000042,"Leucine incorporation - BODC LeuUp (leucine uptake)","","MARY","Leucine incorp.",1,"",""
90000994,20,90000342,90000121,90000064,90000038,90000024,90000018,"Li-SedimentC19P8S6A21","","BCPIERRE","Li-Sediment",1,"",""
90000996,20,90000342,90000121,90000064,90000040,90000024,90000018,"Li-SedimentC20P8S6A21","","BCPIERRE","Li-Sediment1",1,"",""
90000496,20,90000280,90000102,90000053,90000034,90000018,90000019,"Li-filteredC18P1S1A14","","BCPIERRE","Li-filtered",1,"",""
90000497,20,90000231,90000093,90000054,90000026,90000019,90000018,"Li-particulateC10P2S2A5","","BCPIERRE","Li-particulate",1,"",""
90000498,20,90000231,90000093,90000054,90000034,90000019,90000018,"Li-particulateC18P2S2A5","","BCPIERRE","Li-particulate1",1,"",""
90000499,20,90000231,90000093,90000054,90000017,90000019,90000018,"Li-particulateC1P2S2A5","","BCPIERRE","Li-particulate2",1,"",""
90000500,20,90000231,90000093,90000054,90000019,90000019,90000018,"Li-particulateC3P2S2A5","","BCPIERRE","Li-particulate3",1,"",""
90000501,20,90000231,90000093,90000054,90000022,90000019,90000018,"Li-particulateC6P2S2A5","","BCPIERRE","Li-particulate4",1,"",""
90000502,20,90000231,90000093,90000054,90000023,90000019,90000018,"Li-particulateC7P2S2A5","","BCPIERRE","Li-particulate5",1,"",""
90000092,90,90000083,90000002,90000001,90000001,90000001,90000022,"Light / Incident radiation","","BCMESD","Light_Incident",1,"",""
90000343,20,90000083,90000074,90000001,90000002,90000001,90000022,"Light / Incident radiation measured by a pyranometer with stripchart output","","MARY","Light_Incident1",1,"",""
90000034,90,90000026,90000002,90000002,90000002,90000002,90000011,"Methane","","BCMESD","Methane",1,"CH4$",""
90000085,90,90000076,90000002,90000002,90000002,90000002,90000014,"Methyl chloroform","","BCMESD","Methyl chloroform",1,"",""
90000503,20,90000283,90000095,90000056,90000020,90000020,90000069,"Methyl-HgC4P4S3A7","","BCPIERRE","Methyl-Hg",1,"",""
90000017,90,90000011,90000002,90000002,90000002,90000002,90000010,"Magnesium","","BCMESD","Mg",1,"MG++",""
90000998,20,90000344,90000121,90000064,90000038,90000024,90000018,"Mg-SedimentC19P8S6A21","","BCPIERRE","Mg-Sediment",1,"",""
90001000,20,90000344,90000121,90000064,90000040,90000024,90000018,"Mg-SedimentC20P8S6A21","","BCPIERRE","Mg-Sediment1",1,"",""
90000504,20,90000279,90000102,90000053,90000034,90000018,90000019,"Mg-filteredC18P1S1A14","","BCPIERRE","Mg-filtered",1,"",""
90000505,20,90000230,90000093,90000054,90000026,90000019,90000027,"Mg-particulateC10P2S2A5","/1000","BCPIERRE","Mg-particulate",1,"",""
90000506,20,90000230,90000093,90000054,90000034,90000019,90000027,"Mg-particulateC18P2S2A5","/1000","BCPIERRE","Mg-particulate1",1,"",""
90000507,20,90000230,90000093,90000054,90000017,90000019,90000027,"Mg-particulateC1P2S2A5","/1000","BCPIERRE","Mg-particulate2",1,"",""
90000508,20,90000230,90000093,90000054,90000019,90000019,90000027,"Mg-particulateC3P2S2A5","/1000","BCPIERRE","Mg-particulate3",1,"",""
90000509,20,90000230,90000093,90000054,90000022,90000019,90000027,"Mg-particulateC6P2S2A5","/1000","BCPIERRE","Mg-particulate4",1,"",""
90000510,20,90000230,90000093,90000054,90000023,90000019,90000027,"Mg-particulateC7P2S2A5","/1000","BCPIERRE","Mg-particulate5",1,"",""
90001002,20,90000346,90000121,90000064,90000038,90000024,90000018,"Mn-SedimentC19P8S6A21","","BCPIERRE","Mn-Sediment",1,"",""
90001004,20,90000346,90000121,90000064,90000040,90000024,90000018,"Mn-SedimentC20P8S6A21","","BCPIERRE","Mn-Sediment1",1,"",""
90000511,20,90000277,90000090,90000053,90000026,90000018,90000019,"Mn-filteredC10P1S1A2","","BCPIERRE","Mn-filtered",1,"",""
90000512,20,90000277,90000090,90000053,90000030,90000018,90000019,"Mn-filteredC14P1S1A2","","BCPIERRE","Mn-filtered1",1,"",""
90000513,20,90000277,90000090,90000053,90000032,90000018,90000019,"Mn-filteredC16P1S1A2","","BCPIERRE","Mn-filtered2",1,"",""
90000514,20,90000277,90000102,90000053,90000034,90000018,90000019,"Mn-filteredC18P1S1A14","","BCPIERRE","Mn-filtered3",1,"",""
90000515,20,90000277,90000090,90000053,90000017,90000018,90000019,"Mn-filteredC1P1S1A2","","BCPIERRE","Mn-filtered4",1,"",""
90000516,20,90000277,90000097,90000053,90000017,90000018,90000019,"Mn-filteredC1P1S1A9","","BCPIERRE","Mn-filtered5",1,"",""
90000517,20,90000277,90000090,90000053,90000024,90000018,90000019,"Mn-filteredC8P1S1A2","","BCPIERRE","Mn-filtered6",1,"",""
90000518,20,90000220,90000093,90000054,90000026,90000019,90000027,"Mn-particulateC10P2S2A5","/1000","BCPIERRE","Mn-particulate",1,"",""
90000519,20,90000220,90000093,90000054,90000034,90000019,90000027,"Mn-particulateC18P2S2A5","/1000","BCPIERRE","Mn-particulate1",1,"",""
90000520,20,90000220,90000093,90000054,90000017,90000019,90000027,"Mn-particulateC1P2S2A5","/1000","BCPIERRE","Mn-particulate2",1,"",""
90000521,20,90000220,90000093,90000054,90000019,90000019,90000027,"Mn-particulateC3P2S2A5","/1000","BCPIERRE","Mn-particulate3",1,"",""
90000522,20,90000220,90000093,90000054,90000022,90000019,90000027,"Mn-particulateC6P2S2A5","/1000","BCPIERRE","Mn-particulate4",1,"",""
90000523,20,90000220,90000093,90000054,90000023,90000019,90000027,"Mn-particulateC7P2S2A5","/1000","BCPIERRE","Mn-particulate5",1,"",""
90000524,20,90000277,90000090,90000053,90000031,90000018,90000019,"Mn-unfilteredC15P1S1A2","","BCPIERRE","Mn-unfiltered",1,"",""
90000049,90,90000041,90000002,90000002,90000002,90000002,90000019,"Manganese / Filtered","","BCMESD","Mn_Filtered",1,"MNF$",""
90000041,90,90000033,90000002,90000002,90000002,90000002,90000019,"Manganese / Unfiltered","","BCMESD","Mn_Unfiltered",1,"MNT$",""
90001006,20,90000348,90000121,90000064,90000038,90000024,90000018,"Mo-SedimentC19P8S6A21","","BCPIERRE","Mo-Sediment",1,"",""
90001008,20,90000348,90000121,90000064,90000040,90000024,90000018,"Mo-SedimentC20P8S6A21","","BCPIERRE","Mo-Sediment1",1,"",""
90000525,20,90000271,90000102,90000053,90000034,90000018,90000019,"Mo-filteredC18P1S1A14","","BCPIERRE","Mo-filtered",1,"",""
90000526,20,90000217,90000093,90000054,90000026,90000019,90000027,"Mo-particulateC10P2S2A5","/1000","BCPIERRE","Mo-particulate",1,"",""
90000527,20,90000217,90000093,90000054,90000034,90000019,90000027,"Mo-particulateC18P2S2A5","/1000","BCPIERRE","Mo-particulate1",1,"",""
90000528,20,90000217,90000093,90000054,90000017,90000019,90000027,"Mo-particulateC1P2S2A5","/1000","BCPIERRE","Mo-particulate2",1,"",""
90000529,20,90000217,90000093,90000054,90000019,90000019,90000027,"Mo-particulateC3P2S2A5","/1000","BCPIERRE","Mo-particulate3",1,"",""
90000530,20,90000217,90000093,90000054,90000022,90000019,90000027,"Mo-particulateC6P2S2A5","/1000","BCPIERRE","Mo-particulate4",1,"",""
90000531,20,90000217,90000093,90000054,90000023,90000019,90000027,"Mo-particulateC7P2S2A5","/1000","BCPIERRE","Mo-particulate5",1,"",""
90000259,20,90000154,90000054,90000002,90000012,90000013,90000055,"Ammonia uptake rate measurements made by isotope-enriched SIS incubation experiment,spectrometric analysis of particles collected on a GF/F filter","","KennedyM","NH3UptakeD_N15_1",2,"",""
90000260,20,90000154,90000055,90000002,90000012,90000013,90000055,"Ammonia uptake rate measurements made by isotope-enriched SIS incubation experiment,mass spectrometric analysis of particles collected on a GF/F filter","","KennedyM","NH3UptakeD_N15_2",1,"",""
90000257,20,90000153,90000054,90000002,90000012,90000013,90000056,"Ammonia uptake rate measurements made by isotope-enriched SIS incubation experiment,spectrometric analysis of particles collected on a GF/F filter","","KennedyM","NH3UptakeH_N15_1",2,"",""
90000258,20,90000153,90000055,90000002,90000012,90000013,90000056,"Ammonia uptake rate measurements made by isotope-enriched SIS incubation experiment,mass spectrometric analysis of particles collected on a GF/F filter","","KennedyM","NH3UptakeH_N15_2",1,"",""
90000036,90,90000028,90000000,90000000,90000000,90000000,90000020,"Ammonia","","BCMESD","NH3_0",2,"AMON",""
90000147,20,90000028,90000000,90000000,90000000,90000000,90000019,"Ammonia reported in mg/m3 N and requiring conversion to microM","NH3$/14.1","BCPIERRE","NH3_0_mg",2,"NH3$",""
90000312,20,90000028,90000054,90000027,90000011,90000011,90000020,"Ammonia / Spectrophotometric / Frozen","","MARY","NH3_1",1,"",""
90000358,20,90000028,90000083,90000027,90000011,90000011,90000019,"Ammonia / Solorzano / Frozen","","MARY","NH3_2F",1,"",""
90000367,20,90000028,90000086,90000029,90000007,90000005,90000020,"Ammonia / Fluorescence Method / Kerouel Aminot 1997","","MARY","NH3_3",1,"",""
90000209,30,90000028,90000045,90000033,90000009,90000007,90000020,"Ammonia / Alpchem","","DEVINEL","NH3_Alp_SF",1,"AMON",""
90001121,30,90000028,90000130,90000001,90000011,90000001,90000020,"Ammonia / Spectrophometer / Fresh / seawater samples spiked with ammonium salts","","BOIVINB","NH3_Spec_Fsh",1,"AMON",""
90001096,30,90000028,90000067,90000027,90000007,90000011,90000020,"Ammonia / Technicon / Frozen","","LAFLEURC","NH3_Tech2_F",1,"AMON",""
90000201,20,90000028,90000036,90000027,90000007,90000005,90000020,"Ammonia / Technicon / Frozen","","BCPIERRE","NH3_Tech_F",1,"AMON",""
90001101,20,90000028,90000086,90000001,90000007,90000001,90000020,"Ammonia / Technicon / Fresh / Kerouel Aminot 1997 / Unfiltered","","BUGDENJ","NH3_Tech_Fsh",1,"AMON",""
90001126,20,90000028,90000086,90000001,90000007,90000001,90000020,"NH3 Tech Fsh data normalized to GO_Ship protocol","","BUGDENJ","NH3_Tech_Fsh_Norm",1,"AMON",""
90000342,20,90000028,90000072,90000002,90000002,90000002,90000020,"Ammonia/Technicon/Intitute of Ocean Sciences"," ","BCPIERRE","NH3_Tech_IOS",1,"AMON"," "
90000208,30,90000028,90000044,90000033,90000009,90000007,90000020,"Ammonia / Technicon","","DEVINEL","NH3_Tech_SF",1,"AMON",""
90000079,90,90000070,90000002,90000002,90000002,90000002,90000021,"NO = O2 + 9.83 * NO3","","BCMESD","NO",1,"NO$$",""
90000255,20,90000152,90000054,90000002,90000012,90000013,90000055,"Nitrate uptake rate measurements made by isotope-enriched SIS incubation experiment,spectrometric analysis of particles collected on a GF/F filter","","KennedyM","NO2NO3UptakeD_N15_1",2,"",""
90000256,20,90000152,90000055,90000002,90000012,90000013,90000055,"NO2NO3 uptake rate measurements (per day) made by N15 SIS incubation experiments, method2","","KennedyM","NO2NO3UptakeD_N15_2",1,"",""
90000253,20,90000151,90000054,90000002,90000012,90000013,90000056,"NO2NO3 uptake rate measurements (per hr) made by N15 SIS incubation experiments, method1","","BCPIERRE","NO2NO3UptakeH_N15_1",2,"",""
90000254,20,90000151,90000055,90000002,90000012,90000013,90000056,"NO2NO3 uptake rate measurements (per hr) made by N15 SIS incubation experiments, method2","","KennedyM","NO2NO3UptakeH_N15_2",1,"",""
90000020,90,90000014,90000002,90000002,90000002,90000002,90000020,"Nitrate+Nitrite / Unknown method","","BCMESD","NO2NO3_0",2,"NTRZ",""
